id,sloka,translation
1,vasanto grīṣmo varṣāḥ | te devā ṛtavaḥ śaraddhemantaḥ śiśiraste pitaro ya,"The seasons are spring, summer, and rainy season; those deities are called autumn and late winter, which are the fathers."
2,yavāgūrodano dadhi samigrāmakāmānnādyakāmendriyakāmatejaskāmānāṃ,"Of yavagu, tears, and curd, what is the desire that fuels the longing of the senses and the mind in various objects?"
3,tadyatheṣīkātūlamagnau protaṃ pradūyetaiv~ hāsya sarve pāpmānaḥ pradūyante ya etadevaṃ vidvānagnihotraṃ juhoti ||,"""Just as the root of a small piece of firewood gets consumed first in the fire, so do all evil-doers get consumed here (in this very ritual). Who knows this performs the Agnihotra ritual."""
4,yatheha kṣudhitā bālā mātaraṃ paryupāsate | ev~ sarvāṇi bhūtānyagnihotramupāsata ityagnihotramupāsata iti ||,"Just as a hungry child serves the mother, one should worship all beings as the agnihotra (a fire ritual)."
5,agnayo vai trayī vidyā devayānaḥ panthā gārhapatya ṛk pṛthivī rathantaramanvāhāryapacanaḥ yajurantarikṣaṃ vāmadevyamāhavanīyaḥ sāma suvargo loko bṛhattasmādagnīn paramaṃ vadanti || ||,"The threefold knowledge, namely trayi vidya, is the path of the devas . Among them, gArhapatya is the ṛk associated with earth , ahireva pacana is with antarikṣa , vAmadevya is with vānī , and agni is the means to reach the heavenly world . Therefore, it is said that agni is the supreme means ."
6,agnihotra~ sāyaṃ prātargṛhāṇāṃ niṣkṛtiḥ sviṣṭa~ suhutaṃ yajñakratūnāṃ prāyaṇa~ suvargasya lokasya jyotistasmādagnihotra~ paramaṃ vadanti ||,"The final ritual of agnihotra, performed during the evening and morning, is the essential rite of purification for homes. It is described as the most excellent among sacrifices, for it illuminates the path to a prosperous heaven."
7,vasanti prāṇino yatra |,Where dwell living beings.
8,tataḥ tu irāvatīm nāma jajñe bhadramadā sutām | tasyāḥ tu airāvataḥ putro lokanātho mahāgajaḥ ||,"Then was born Iravati, the daughter of Bhadra. Her son, Airavata, became the emperor of the worlds, a great elephant-king."
9,cāturvarṇyaṃ mayā sṛṣṭaṃ guṇakarmavibhāgaśaḥ | tasya kartāramapi māṃ viddhyakartāramavyayam ||,"I myself created the four-varna system, based on qualities and actions. Know me to be its unchanging creator, as well as the one who is not an agent (akartaram) in it."
10,eṣāmutpattyādiryathā yadā bhagavān puruṣarūpeṇa sṛṣṭiṃ kṛtavān tadāsyaśarīrāt catvāro varṇā utpannāḥ mukhato brāhmaṇāḥ bāhutaḥ kṣatriyāḥ ūruto vaiśyāḥ pādataḥ śūdrā jātāḥ,"When the Lord in his cosmic form brought about creation, then four social orders emerged sequentially from his body: first the brahmins from his mouth, then kshatriyas in great numbers from his arms, vaiśyas from his thighs, and śūdras from his feet."
11,brāhmaṇo'sya mukhamāsīdbāhū rājanyaḥ kṛtaḥ | ūrū tadasya yadvaiśyaḥ padbhyāṃ śūdro ajāyata ||,"The brahmin was born from his mouth, the kshatriya from his arms, the vaishya from his thighs, and the shudra from his feet."
12,āśramaḥ śāstrokta dharmmaviśeṣaḥ| āśrāmyanti svaṃ svaṃ tapaścarantyatra | sa caturvidhaḥ | brahmacaryyaṃ gārhasthyaṃ vānaprasthyaṃ sannyāsaḥ | iti smṛtiḥ || brahmacārī | gṛhī | vānaprasthaḥ | bhikṣuḥ | ityamaraḥ ||,"The āśrama, as defined by scripture, is a special observance; people resort to their respective āśramas to practice austerities. It is fourfold: brahmacarya, gārhasthya, vānaprastha, and sannyāsa. So says smṛti. The practitioners are known as brahmacārī, gṛhī, vānaprastha, and bhikṣu."
13,trayo dharmaskandhā yajño'dhyayanaṃ dānamiti prathamastapa eva dvitīyo brahmacāryācāryakulavāsī tṛtīyo'tyantamātmānamācāryakule'vasādayansarva ete puṇyalokā bhavanti brahmasa~stho'mṛtatvameti || ||,"The three supports of dharma are: sacrifice, study, and charity; those who first engage in these activities, then live as a student in the guru's household, and finally practice self-restraint while living in the guru's household – all such individuals attain pious worlds and ultimately achieve Brahmanhood and immortality."
14,yathā vāyuṃ samāśritya vartante sarvajantavaḥ | tathā gṛhasthaṃ āśritya vartante sarva āśramāḥ | | | | yasmāttrayo'pyāśramiṇo jñānenānnena cānvaham | gṛhasthenaiva dhāryante tasmājjyeṣṭhāśramo gṛhī | | | |,"Just as all living beings depend on the wind and function accordingly, similarly all asramas (stages of life) function relying on the householder. Indeed, the knowledge of the three asramis (those who have taken up the first three stages of life) is upheld only by the householder. Therefore, the householder's stage of life is considered the highest."
15,ṛgvedaṃ bhagavo'dhyemi yajurveda~ sāmavedamātharvaṇaṃ caturthamitihāsapurāṇaṃ pañcamaṃ vedānāṃ vedaṃ pitrya~ rāśiṃ daivaṃ nidhiṃ vākovākyamekāyanaṃ devavidyāṃ brahmavidyāṃ bhūtavidyāṃ kṣatravidyāṃ nakṣatravidyāṃ sarpadevajñavidyāmetadbhagavo'dhyemi,"I meditate on the Rigveda as the divinely revealed first, Yajurveda as the second, Samaveda as the third, and Atharvana as the fourth; the historical accounts and ancient legends (Itihasa-Purana) form the fifth; the sixth is the Veda of Pitrya, a storehouse of divine wealth; the seventh is the Veda of Ekayana, containing knowledge of the divine (daiva), the brahma, the created world (bhutavidya), kshatra, nakshatra and serpent-deities. This I meditate upon."
16,so'haṃ bhagavo mantravidevāsmi nā''tmavicchuta~hyeva me bhagavoddṛśebhyastarati śokamātmaviditi so'haṃ bhagavaḥ śocāmi taṃ mā bhagavā ñchokasya parāṃ tārayatviti ta~hovāca yadvai kiṃcaitadadhyagīṣṭhānāmaivaitat,"I am He, the Lord, knower of mantras. Surely, I do not waver. My devotees do not fall into grief, knowing this, they consider me as the knower of the self. Therefore, I declare, ""Do not grieve, may you save him from the great fear."" This is what was spoken: ""It is one of the highest names."""
17,nāma vā ṛgvedo yajurvedaḥ sāmaveda atharvaṇaścaturtha itihāsapurāṇaḥ pañcamo vedānāṃ vedaḥ pitryo rāśidaivo nidhirvākovākyamekāyanaṃ devavidyā brahmavidyā bhūtavidyā kṣatravidyā nakṣatravidyā sarpadevajñavidyā nāmaivaitannāmopāssveti,"The name indeed is Rigveda, Yajurveda, Samaveda, Atharvana, the fourth is Itihasa-Purana, the fifth is the Veda of the ancestors and riches, of divine origin, repository; who is it that does not revere this as the single embodiment of the knowledge of gods, Brahman, beings, warriors, stars, serpent deities?"
18,yadā vai vijānātyatha satyaṃ vadati nāvijānansatyaṃ vadati vijānanneva satyaṃ vadati vijñānaṃ tveva vijijñāsitavyamiti vijñānaṃ bhagavo vijijñāsa iti,"When one truly knows , they speak the truth . One who does not truly know does not speak the truth. But the one who truly knows speaks the truth indeed. Knowledge must be thoroughly inquired into , as stated by the Lord ."
19,yadā vai manute'tha vijānāti nāmatvā vijānāti matvaiva vijānāti matistveva vijijñāsitavyeti matiṃ bhagavo vijijñāsa iti,"When one truly understands and realizes the named (individual self) as ""I,"" then, O Lord, one should make an effort to further inquire about that very consciousness."
20,yadā vai śraddadhātyatha manute nāśraddadhanmanute śraddadheva manute śraddhātveva vijijñāsitavyeti śraddhāṃ bhagavo vijijñāsa iti,"When one truly has faith, they should ponder: ""Is faith what ought to be enquired into?"" Indeed, it is faith that must be investigated, O lord."
21,yadā vai nistiṣṭhatyatha śraddadhāti nānistiṣṭhacchraddadhāti nistiṣṭhanneva śraddadhāti niṣṭhātveva vijijñāsitavyeti niṣṭhāṃ bhagavo vijijñāsa iti,"When one fully commits and has firm faith, or lacks commitment yet still has belief, or only pretends to have faith while seeking genuine commitment - all such instances call for inquiry into the nature of commitment. This is the investigation that you, O Lord, should undertake."
22,yadā vai karotyatha nistiṣṭhati nākṛtvā nistiṣṭhati kṛtvaiva nistiṣṭhati kṛtistveva vijijñāsitavyeti kṛtiṃ bhagavo vijijñāsa iti,"When one should establish something, whether by doing it first or not doing it at all , is to be ascertained ; this is the established truth that must be known , O Bhagavan."
23,yadā vai sukhaṃ labhate'tha karoti nāsukhaṃ labdhvā karoti sukhameva labdhvā karoti sukhaṃ tveva vijijñāsitavyamiti sukhaṃ bhagavo vijijñāsa iti,"When one acquires happiness, they should do wholesome actions and not engage in unhappiness. Having acquired happiness, one should only act to create more happiness; this is what ought to be ascertained as happiness, declared the blessed one."
