id,sloka,translation
1.0,śriyaḥ kurūṇāmadhipasya pālanīṃ prajāsu vṛttiṃ yamayuṅkta veditum | sa varṇiliṅgī viditaḥ samāyayau yudhiṣṭhiraṃ dvaitavane vanecaraḥ ||1||,"The forester, known as Dvaitavanecara, had set out to learn the way of sustenance for the subjects of King Kurunamrida, who was proficient in protecting and promoting wealth and welfare. This, he did after acquiring knowledge of the marker set by Yudhisthira."
2.0,kṛtapraṇāmasya mahīṃ mahībhuje jitāṃ sapatnena nivedayiṣyataḥ | na vivyathe tasya mano na hi priyaṃ pravaktumicchanti mṛṣā hitaiṣiṇaḥ 2||,"Having paid his respects, one whose mind does not get agitated, who has conquered over his rival, and who will report his victory to the lord of the earth, never desires to speak untruthfully, even if it is something pleasing, such a trustworthy person, whose very nature is to be benevolent, is rarely found."
3.0,dviṣāṃ vighātāya vidhātumicchato rahasyanujñāmadhigamya bhūbhṛtaḥ | sa sauṣṭhavaudāryaviśeṣaśālinīṃ viniścitārthāmiti vācamādade ||3||,"Desiring to destroy the hatreds, the ruler of the earth, prompted by secret instruction, has proclaimed these words, which, being marked by excellence, generosity, and distinctive meaning, signify a well-defined objective."
4.0,kriyāsu yuktairnṛpa cāracakṣuṣo na vañcanīyāḥ prabhavo'nujīvibhiḥ | ato'rhasi kṣantumasādhu sādhu vā hitaṃ manohāri ca durlabhaṃ vacaḥ||4||,"O king and ruler, actions combined with proper engagement should not be made deceptive by those who live off others' wealth. Therefore, it is fitting for you to endure, whether it is virtuous or otherwise, such rare, hard-to-find speech that is the object of desire, referring to that noble intention, O protector."
5.0,sa kiṃ sakhā sādhu na śāsti yo'dhipaṃ hitānna yaḥ saṃśṛṇute sa kiṃprabhuḥ| sadānukūleṣu hi kurvate ratiṃ nṛpeṣvamātyeṣu ca sarvasaṃpadaḥ || 5 ||,"Who indeed is a true friend, one who doesn't reprimand, who attends to others' well-being, who listens, and who serves as the lord? One who consistently delights in acting in alignment with kings' and their ministers' interests truly possesses all prosperity."
6.0,nisargadurbodhamabodhaviklavāḥ kva bhūpatīnāṃ caritaṃ kva jantavaḥ | tavānubhāvo'yamavedi yanmayā nigūḍhatattvaṃ nayavartma vidviṣām ||6||,"Where among leaders and commoners is such extraordinary knowledge and excellence found? Indeed, this manifestation of the truth, which I have revealed as having been previously concealed, serves as a path opposed by adversaries."
7.0,viśaṅkamāno bhavataḥ parābhavaṃ nṛpāsanastho'pi vanādhivāsinaḥ | durodaracchadmajitāṃ samīhate nayena jetuṃ jagatīṃ suyodhanaḥ || 7 ||,"Even Suyodhana, despite dwelling in the forest, is eager for victory and seeks to conquer, with his might, the king who is established and accompanied by his troops, considering this a trivial task."
8.0,tathāpi jihmaḥ sa bhavajjigīṣayā tanoti śubhraṃ guṇasaṃpadā yaśaḥ | samunnayanbhūtimanāryasaṃgamādvaraṃ virodho'pi samaṃ mahātmabhiḥ ||8||,"Even a cunning person, driven by the desire for conquest, enhances his fame through fair qualities when he, as a noble entity, overcomes in the effortless encounter with other noble individuals, and such opposition poses no difficulty for them."
9.0,kṛtāriṣaḍvargajayena mānavīmagamyarūpāṃ padavīṃ prapitsunā | vibhajya naktaṃdivamastatandriṇā vitanyate tena nayena pauruṣam ||9||,"Having vanquished the six internal enemies, one attains a divine form that is hard for ordinary humans to gain. By distinguishing night from day, they illuminate it with that path; such is the manifestation of human strength."
10.0,sakhīniva prītiyujo'nujīvinaḥ samānamānānsuhṛdaśca bandhubhiḥ | sa saṃtataṃ darśayate gatasmayaḥ kṛtādhipatyāmiva sādhu bandhutām ||10||,"As a loyal friend, sharing similar values, cherishing companionship, and treating others as equals, he continually displays exemplary friendly behavior, as if he had firmly established a virtuous dominion."
11.0,asaktamārādhayato yathāyathaṃ vibhajya bhaktyā samapakṣapātayā | guṇānurāgādiva sakhyamīyivānna bādhate'sya trigaṇaḥ parasparam 11||,"By devotedly worshiping yet carefully distributing duties, one does not foster enmity among the three qualities (sattva, rajas, tamas), acting as if forming a friendship and impartially sharing affection, as the present middle third-person singular verb ""bādhate"" indicates."
12.0,niratyayaṃ sāma na dānavarjitaṃ na bhūri dānaṃ virahayya satkriyām | pravartate tasya viśeṣaśālinī guṇānurodhena vinā na satkriyā 12||,"Without exception, the one who constantly practices harmonious conduct, never abandoning generosity or varying gifts, has actions that arise from their inherent good qualities. Indeed, such fitting actions belong exclusively to that person, not arising without their qualities."
13.0,vasni vāñchanna vaśī na manyunā svadharma ityeva nivṛttakāraṇaḥ | gurūpadiṣṭena ripau sute'pi vā nihanti daṇḍena sa dharmaviplavam 13||,"Even one who, with desires under control and not easily angered, considers adherence to their own dharma as the sole reason for restraint; yet, if instructed by the guru, they eliminate enmity towards adversaries, even if born in a noble family – such an individual maintains their dharmic path without disrupting harmony."
14.0,vidhāya rakṣānparitaḥ paretarānaśaṅkitākāramupaiti śaṅkitaḥ | kriyāpavargeṣvanujīvisātkṛtāḥ kṛtajñatāmasya vadanti saṃpadaḥ ||14||,"Having established means of protection, fearing potential harm from others, one approaches with caution, becoming concerned. Those who have accomplished actions leading to liberation from actions themselves speak of this developed awareness and mindfulness as his “wealth.”"
15.0,anārataṃ tena padeṣu lambhitā vibhajya samyagviniyogasatkriyāḥ | phalantyupāyāḥ paribṛṃhitāyatīrupetya saṃgharṣamivārthasaṃpadaḥ || 15 ||,"By accurately dividing and effectively utilizing what has been prolonged in steps through that very instrument, the means become enriched and expanded, achieving the goal, similar to the success of an arduous endeavor."
16.0,anekarājanyarathāśvasaṃkulaṃ tadīyamāsthānaniketanājiram | nayatyayugmacchadagandhirārdratāṃ bhṛśaṃ nṛpopāyanadantināṃ madaḥ ||16||,"The king, surrounded by a large number of chariots, horses, and soldiers, brings his own splendid camp, adorned with the fragrance of meals, to a great extent to stimulate the arrogance of those who are kings."
17.0,sukhena labhyā dadataḥkṛṣīvalairakṛṣṭapacyā iva sasyasaṃpadaḥ | vitanvati kṣemamadevamātṛkāścirāya tasminkuravaścakāsati || 17||,"With ease, O farmer, you may acquire abundant crops by cultivating them without distress; in the same way, seek auspicious divine grace from the mother goddess, such is my will."
18.0,udārakīrterudayaṃ dayāvataḥ praśāntabādhaṃ diśato'bhirakṣayā | khayaṃ pradugdhe'sya guṇairupasnutā vasūpamānasya vasūni medinī ||18||,"The glory of the generous (uplifted), attributed to the one endowed with unperturbed compassion, is nourished by his own virtues; he, as the protector, secures the possessions of Vasu, just as the earth does for the Vasus."
19.0,mahaujaso mānadhanā dhanārcitā dhanurbhūtaḥ saṃyati labdhakīrtayaḥ | nasaṃhatāstasya nabhinnavṛttayaḥ priyāṇi vāñchantyasubhiḥ samīhitum 19||,"The illustrious hero, his glory derived from strength, respected by the wealthy, revered by riches, now bears a bow. Achieving fame, he unifies his actions and yearns for what is dear, accompanied by those who harbor enmity. His unbroken focus remains undisturbed, as he has acquired it through his own efforts."
20.0,mahībhṛtāṃ saccaritaiścaraiḥ kriyāḥ sa veda niḥśeṣamaśeṣitakriyaḥ | mahodayaistasya hitānubandhibhiḥ pratīyate dhāturivehitaṃ phalaiḥ ||20||,"The one who bears the earth, he knows through actions (of others) that are characterized by adherence to truth. He has completed all incomplete actions himself. This is evident through the manifestation of this elemental force, through its beneficial connections. Its just rewards are experienced through your engagement with it."
21.0,na tena sajyaṃ kvacidudyataṃ dhanuḥ kṛtaṃ na vā kopavijihbhamānanam | guṇānurāgeṇa śirobhiruhyate narādhipairmālyamivāsya śāsanam ||21||,"By him, a bow is never raised in readiness, nor has anger ever been stirred; embracing virtues, his subjects revere him, just as they would a king bestowing a garland upon them."
22.0,sa yauvarājye navayauvanoddhataṃ nidhāya duḥśāsanamiddhaśāsanaḥ | makheṣvakhinno'numataḥpurodhasā dhinoti havyena hiraṇyaretasam 22||,"Placing his newly elevated power and youth in the service of the dual royal throne, a king, previously anointed as a prince, known for his firm and just rule, illustriously celebrates by performing a ritual sacrifice, offering gold and his very vitality."
23.0,pralīnabhūpālamapi sthirāyati praśāsadāvāridhi maṇḍalaṃ bhuvaḥ | sa cintayatyeva bhiyastvadeṣyatīraho durantā balavadvirodhitā 23||,"Even the base of the churning ocean, previously unmoved, is set in motion by the powerful, irresistible agitation caused by the churning rod. In this state, the one who is quivering contemplates, overcome by fear, expecting an imminent attack from an enemy force."
24.0,kathāprasaṅgena janairudāhṛtādanusmṛtākhaṇḍalasūnuvikramaḥ | tavābhidhānādvyathate natānanaḥsa duḥsahānmantrapadādivoragaḥ||24||,"Being recalled through narratives by people, your very identification makes him, who remains steadfast in harsh asceticism, uncomfortable, just as a serpent is troubled by the insertion of a stick into its hole."
